Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
Casandra Cox,1.0 out of 5 stars,waste of your money!,the United States,5-Nov-20,iFLOOR,Verified Purchase,"i have had this product for 2 months and only used it a handful of times and now it won’t stay on. i’ve charged it for hours, made sure it was filled up with water and check the roller to make sure nothing was blocking it like the manual suggested and it still won’t stay on for longer than 5 seconds. i will be uploading a video. i tried calling customer service and couldn’t get a hold of an actual person and the prerecorded messages were very hard to understand. i am very disappointed in this purchase",3
Nb,2.0 out of 5 stars,Honest review,the United States,5-Apr-21,iFLOOR,Verified Purchase,"I bought a tineco back in Dec after the tik tok craze. I have mainly all floors in my house so I thought it would be a great idea. I WAS WRONG. I have tile, ceramic, and wood in my house. Vacuum: It sucks... kinda. Sometimes it decides it wants to work. The tank is not full at all. I say there is a design flaw where the suction is because everything gets stuck there. Mopping, you push water out, and it doesn't go back in. If you want to think your floor is clean, this is for you. On the wood(Dark Brown): Looked clean felt clean. On the ceramic (wood grain):IT DOES NOT CLEAN IT. On the tile (White): It shows you how all it does is smear the dirty water. So my honest opinion, IT IS NOT WORTH THE MONEY.",
Laila W.,3.0 out of 5 stars,Cleans well BUT,the United States,30-Nov-20,iFLOOR,Verified Purchase,"Im still not sure about the future of this at my house...Im trying different ways to see if it will fix my issues but so far no luck....it cleans well !!!!!. I couldn't believe how dirty the water was ( and I have young kids and mop daily)... BUT no matter how little of liquid I used, I had streaks everywhere (it may not even be streaks but it looks like the vacuum drags and scratches the floors cause there are 5-7 noticeable lines) and not to mention it takes much longer then regular mopping. I also feel like it doesn't distribute the cleaning solution all the time. Cause some spots are just dry with the streak from the device. I dont know if I think its worth the money to keep.",
Maida M.,1.0 out of 5 stars,Spreads Debris Around,the United States,27-Jul-20,iFLOOR,Verified Purchase,"After owning this for a while and giving it a chance over and over again, I can honestly say that I hate it.  I have tile and area rugs and have just one cat.  It does nothing that it says it does.  It is loud, it clumps about, and the suction is useless.  I end up with debris all over my floors and have to do double work.  Honestly, a wet Swiffer would do a better job for less $$.  IF I could, I would pack this up and return to seller.  But after my very last try, this is going into the garbage today!  It was a huge waste of my money.  Advice:  Stick to the known brands.  I wanted to love this product, I ended up despising it.",One
Shawna,3.0 out of 5 stars,It's just okay... not spectacular,the United States,5-May-21,iFLOOR,Verified Purchase,"I purchased this instead of the crosswave due to persuasive and convincing reviews. However, it does not perform like I was lead to believe. I have been using a broom, vacuum and steam mop to clean, which takes awhile. We have 2 dogs, 1 cat and many kids, as well as hardwood floors. This machine is loud, the wheels are noisy on my floors and not to mention it leaves all types of stuff behind. The self clean mode is just okay, it doesn't completely clean itself either. Also, the stand is just a stand, it does not charge the vacuum.I'm going to use it one more time and see how it goes but right now I plan on returning this item. It's not worth the money. Period.",One
Amanda,5.0 out of 5 stars,Great daily user! Worth it!,the United States,8-Mar-21,iFLOOR,Verified Purchase,This thing works great. I use it every other day for tidying and cleaning up spills made by little ones. Easy to set up and use. I love that it self cleans. I still like to do a deep clean with a regular mop every 1 to 2 weeks just to use some heavy cleaning solutions. The first couple times I noticed it was streaky but after using it a few times you figure out the right direction speed and spray amount to avoid the streaks. My initial thought was that it was so light weight that it felt cheap. I quickly learned that just because it’s light doesn’t mean it’s cheap. It does a great job for every day cleaning and would definitely recommend this to anyone.,
Heaven Bound,5.0 out of 5 stars,I hope this holds up.,the United States,27-Dec-19,iFLOOR,Verified Purchase,"this mop - vac is awesome....no more mopping with dirty water!picks up dog hair by the pound.  it does not work on carpet!  no biggie for me i have a steam cleaner...I can see that you could never neglect to clean after any use.Taking it apart and putting back together is VERY easy.one tip is put a couple tbsp of water in the dirty water  intake tank.  makes it much easier to dump the dirt / mud that it picks up.I keep a small towel in my laundry room to lay all parts i rinsed to dry, i do not store the clean solution tank on the unit as i do not dump it each time.  one thing i would change would be the tanks to be much bigger as i have a very large kitchen and lots of wood floors to cover.  a plus is it lasted thru the wood floors, a quick charge and clean up and on to the the kitchen.  i am super pleased with this thing and am hoping it lasts a very long time....",
Stacey,4.0 out of 5 stars,What took me so long?!,the United States,26-Sep-20,iFLOOR,Verified Purchase,"With a house full of people and 2 pets the floors are always a mess at the end of the day. I HATE to sweep and don’t have time to traditional mop daily. I don’t care for Swiffer as you still have to sweep. I first saw the Bissel Crosswave and after I got over the sticker shock I found this gem. I am so glad I bought this. I have used it daily and some times more than once a day bc I love it so much. No need to sweep first! My poor dog is old and a little incontinent and this has been great for pee pee puddles. Just fill the tank with hot water and a little of my favorite disinfectant and go to work. The battery life is sufficient to clean 1800 sqft of tile. I haven’t tested it on any carpets area spots, but I really don’t think the suction would be enough to deep clean- surface stain maybe.This unit is light enough as to not kill my back and is very easy to clean after use. A full charge takes a few hours- typically I use it at the end of the day and plug it in when I’m done. It’ll be charged before I go to bed so I don’t have to leave it plugged in overnight.I would absolutely recommend this product! It’s a time saver and easy to use. I wish I would have found it sooner.",
MdM,5.0 out of 5 stars,"Fresh, Clean Floors!",the United States,18-Sep-21,iFLOOR,Verified Purchase,"Just got this yesterday. My floors are so clean! We have 2 dogs, 2 cats. (Lots of pet hair.) It works on floors and rugs. The Tineco iFloor is easy to use and easy to clean. No more wasting time vacuuming, then mopping.If there's one thing I'd change, it would be the cleaning solution. It's a bit too strong and perfumey.I'll update my review after a few weeks of use.19 days and still loving this mopvac! My floors have never been so clean. Even with pets, I can walk barefoot. In fact, it's so good, I may upgrade to one of the newer models. I use it nearly every day. Highly recommend!",
kellyinwaves,5.0 out of 5 stars,Why did it take so long to invent this?,the United States,1-May-20,iFLOOR,Verified Purchase,"This vacuum mop is the best! I cant believe it took so long for this to be invented! Swiffer, doesn't even compare!! Sure does cut my cleaning time in half and it does a really great job at sucking everything up! The self cleaning is a great bonus and it really does get the majority out of the mop roller making the rest of the clean up easier. Battery has lasted me, I clean my entire place with plenty to spare. I was surprised by how much water it actually uses. I was thinking it would use way more then it does. I can clean quite a bit before I need to refill it. The amount of dirt in the dirty tank was shocking! It really does scrub it all off. I definitely recommend this product! I for one will always have one!",One
Luki,2.0 out of 5 stars,Wanted to love it but...,the United States,4-May-21,iFLOOR,Verified Purchase,"I was pretty excited when I received this. We installed vinyl plank flooring and I did not want to sweep every day. I figured a vacmop would be perfect for everyday clean and use the mop portion of it only on spots that my dogs left behind after a rainy day. The first week I used only the vacuum portion and it did great, but keep in mind it doesn't pick up any debris about an inch or so in front of the vac and also on the sides. After using the wet portion of it, it all came crumbling down. When I held down the button to spray water onto the brush no water would come out. I turned it off and back on and all the water came pouring out. It left dirty water streaks and when I lifted the vacuum some dirty water and debris was left behind. Same goes for when I used the ""self clean"" after each use. The tray had water and dog hair/debris inside of it. The clean up after using the vacmop was a pain. It doesn't separate debris/hair from the water so you need to use a strainer. I wanted to love it, but with the streaks, the debris left behind and the clean up, it wasn't worth the price to me. After using the mop once and cleaning it up like the manual says, it would pick up debris, but then leave it in another area I would go over. It didn't have as strong suction. For the record, I also had someone troubleshoot these problems with me for over an hour and they decided I should return it as well. I didnt want to deal with it anymore so I decided not to exchange it and just returned it.",
LAURA E.,4.0 out of 5 stars,Best cleaning invention for hardwood floors,the United States,29-May-20,iFLOOR,Verified Purchase,"Must have for hardwood floors!! Extremely happy with my purchase. I have a dog and a baby so finding something light that vacuums and moss at the same time is a life saver for me.... My house is def cleaner since I have the ifloor.Battery life is great and I can clean my whole 2,000 sqft house using mostly the lowest level (I use the highest in the kitchen and bathrooms)Make sure you empty the dirty water and clean everything afterwards....this will avoid spills/getting stuckCONS: I am not giving it 5 stars because, yes, it's true, it leaves a small gap between the wall and the vacuum but I also have my roomba running every day so they make the perfect combo.Also, you can't use it on rugs. (I only have one in the living room so it's not a deal breaker for me)",
Maddie,5.0 out of 5 stars,Makes cleaning faster,the United States,2-Aug-21,iFLOOR,Verified Purchase,"The product is very good. However, while moping I ran into a problem with it leaking when not in motion. It’s dirty water, not the water soliton from the top. It charges fast and the battery lasted longer than I expected! I ended up buying 2 so my husband could help too, we have a lot of surface to clean lol. I definitely recommend this for hardwood floors. I’m not sure if this can be used on carpet or not, but I use it like a normal vacuum as well and it worked pretty good. By fault of operator, make sure to clean it out after each use or it will smell awful!! Again operator fault lol!",
alyssa,5.0 out of 5 stars,YouTube this compared to crosswave. Save your $$. This thing is amazing!,the United States,17-Feb-21,iFLOOR,Verified Purchase,"I decided to go with this modle after longing over a crosswave but then seeing a YouTube comparison where this out does the crosswave and is sooooo much cheaper, and more compact. Seriously love this thing. It's quite, easy to move around, and does a great job. I use it on my white linoleum and vinyl wood floors. I have a toddler who gets food everywhere and this things will clean up anything from dried raspberries to granola crumbs. The only thing is make sure you clean it after every use, I made that mistake once and the dried up moldy stinky mess left inside is enough to make you gag. That being said, the manual does say to clean it after every use and it really is super easy to do. All the parts are easy on easy off and it has a self cleaning function too! Highly recommend!",
L Math,2.0 out of 5 stars,More trouble to clean it afterwards than just mopping the floor buy ANY other fashion 😆,the United States,10-May-20,iFLOOR,Verified Purchase,"I was quite excited to try something to make a hated job easier. I tried a couple electric models, including this one, and neither worked out well. Using it (them) was a lot of work. Setting this one up, then actually mopping while paying good attention to make sure you don’t leave in one spot too long or leave too much moisture on floor. It seemed to do an OK job cleaning, it just took longer than a regular mop. And then the effort needed to clean and store it was what ended it for me! Quite a process to do correctly and for the expense it just wasn’t worth the aggravation. I Returned it.Ended up purchasing a 18” Professional Microfiber Mop by Microfiber Wholesale! That mop JUST PLAIN WORKS!  So easy and No fuss, no muss! Comes with extra pads and cleaning cloths. When finished mopping, throw in with the wash and that’s it!",One
demonexpert55,5.0 out of 5 stars,Nice but not for muddy or super dirty floors,the United States,7-Jul-21,iFLOOR,Verified Purchase,"I like it but I have to dump the dirty water a lot. I also can’t clean my whole house before having to stop and charge it. I will say that it’s very muddy around our house due to construction and I have had to use the spot cleaner a lot. I like the tineco cleaner it comes with but it’s expensive and I have to fill my cleaner frequently, I use a lot of cleaner because my floors are so muddy. It’s not for super dirty floors. If you have mud or something really stuck on your floor, it’s best just to use a mop. I have an 1800 sq ft all hard floor house and can clean about 3-4 rooms before it dies and I have to charge it, basically half of the house gets done before it needs charged.",
E,2.0 out of 5 stars,Not reliable doesn't clean well,the United States,27-Aug-21,iFLOOR,Verified Purchase,"The tiny front roller wheels broke apart after less than 1 year. Then the unit randomly powered off now it stopped turning on altogether.-This unit never cleaned well for even the tiniest stain, I had to press down with my foot to create more contact between the roller brush and the floor-only enough battery for 20min-pet hair clogs the suction tunnel and brush roller easily, I had to manually pull them off.Pros-they have extremely responsive customer support.-quiet and light, glide easilyAfter my unit broke, I got a Bissell Dry/Wet Vacuum Pet Pro corded.-It has way more suction, picks up debris and stains easily-hair/pet fur doesn't clog the suction at all for extended use-as it's corded, there's never a battery capacity issue; I could clean the entire house in one shot-cons: noisier, heavier",
Vicky Scott,3.0 out of 5 stars,I probably wouldn’t buy it again,the United States,27-Jun-21,iFLOOR,Verified Purchase,"I think this would work great on maintaining already clean floors or floors without substantial debris. The vacuum function works great at picking up dog hair and other small items, but if there is stuck on debris this probably won’t quickly clean it and it would be easier and quicker to just use a regular mop.The brush is soft with thin stiff bristles  running through it. It worked ok on minor stuck on debris but not on larger areas. I bought this for my daughter in law who has two toddlers at home.Cleaning the device is easy which I appreciated.",
Val,5.0 out of 5 stars,Love this!!!!!,the United States,14-Oct-21,iFLOOR,Verified Purchase,"I've only used it two times and was amazed at how dirty the water was! Floors felt squeaky clean and now I don't have an excuse for dirty floors. It's easy to let things go and be dirtier than you care for, but this is such a great solution to that. I have a small apartment with only the bathroom and kitchen with tile, so I can only attest to small areas. I would imagine larger homes would take more time, as the tank isn't the largest. Still, faster than traditional vacuuming then mopping, and no bending. So, I'd say, even with larger homes, this would make your life easier, even if you had to refill fresh water/dump old water every so often.Overall, I'll do anything to save time and just make any job easier, this did just that. Highly recommend.",
D. Serna,4.0 out of 5 stars,Works well,the United States,26-Apr-21,iFLOOR,Verified Purchase,This vacuum works really well. The suction is good although I don’t think it scrubs hard enough. I have some stubborn sticky messes created by my toddler and I ended up have to go back and spot clean those sticky marks with a sponge and Clorox spray. It’s pretty easy to clean the vacuum and you can tell it does clean because the water is filthy when you empty it. I use this vacuum most days but twice a week I still steam clean my floors because I don’t think this vacuum gets everything super clean. It works better on wood or laminate floors. I have laminate and tile and the vacuum doesn’t reach the grout lines of the floor. This could be annoying if there’s a stain on the grout line.,
gsp443,2.0 out of 5 stars,It's OK for light cleaning,the United States,26-Sep-20,iFLOOR,Verified Purchase,"This floor cleaner is alright for light cleaning. Maneuvers well and is lightweight. I'm using it mostly on pretty dirty, painted concrete floors (not the garage) and it doesn't do a great job on them. I should have waited to afford a more powerful cleaner. If I spray water with some solution on sections of the floor a few minutes before using this machine, that helps but really slows down the process. Also, it doesn't get the edges of the floor at all, so you still have to crawl on the floor to get all around the edges. It seems to suck up the liquid pretty well, so that's nice. The floors dry in just a few minutes. If you have hard to clean floors, I recommend spending the extra money for a more powerful cleaner.",
Nicole,1.0 out of 5 stars,Not what it's cracked up to be.,the United States,23-Mar-21,iFLOOR,Verified Purchase,"I have used this in multiple rooms, I honestly do not see the difference in much besides the floor is wet after. Which leaves a weird film and streaks on the floor, making the floor worse than before using. I actually went back and used my shark steam mop after to clean up after. It also doesn't hold a change long in comparison to time needed to charge.",One
Meg,1.0 out of 5 stars,disappointed,the United States,3-Nov-21,iFLOOR,Verified Purchase,"I have had this vacuum for about 6 months and I'm frustrated and ready to buy something else. Maybe I got a faulty device, but this vacuum does has not worked as well for me as I had hoped based on the reviews. Every 5 minutes, I hear the suction get blocked and I have to stop to empty the bin because the mesh has been blocked. If that hasn't happened, I start noticing that nothing is getting picked up and I have to use a pipe cleaner to unblock the tiny passage between the bottom and the bin. It is way too easy to accidentally hit the spray button while vacuuming, which clogs it up even worse. I thoroughly clean it every time I use it and I still have problems every time I use it. Maybe its not a great vacuum for a house with pets? But it should be able to handle a little bit of cat hair, there really isn't that much! Wishing I had just spent a bit more money on a trusted brand.",
Jenn,2.0 out of 5 stars,This is a pass,the United States,29-Sep-20,iFLOOR,Verified Purchase,"I wanted to be in love with this based on my needs.  I used it a couple times to clean up after my kitty who sometimes gets sick on the floor.  Once I pick up the mess, I would then use this to clean the floor.  After only a couple uses, the machine smells horribly.  I took it all apart and washed everything including the roller on the bottom and air dried it.  Nothing helped.  I turn the machine on and it smells awful.It also sometimes randomly leaked water on the floor.You can do much better.  I wish I could still return it.",One
Tara M,5.0 out of 5 stars,I am in love!,the United States,2-Jul-19,iFLOOR,Verified Purchase,"This ranks as one of the best purchases I’ve ever made for keeping my home fresh and clean. I have 5 boys in my house (4 kids and a grown kid aka husband). Also, I HATE mopping! Now for the details:Great suction, it picks up so much hair and debris. So happy I don’t have to sweep before mopping now.Can’t believe the filth that it cleaned off of my floors!I live in a 3400sf house with a LOT of tile, this is a lifesaver!I always felt like I was pushing dirty water around when mopping and felt like I needed to empty and refill 100 times when I mopped, and still didn’t feel my floors were clean, which is now confirmed.The only negatives:The battery doesn’t last very long, especially if you use spot clean more than a minute.It is disgusting when you clean the dirty water tank and other parts of the machine. I do this each time I refill the clean water tank. It’s super easy to clean, but it is gross! I’d rather clean this machine than a mop and bucket any day!Get it, it is a dream!!Will update if anything changes, I’ve only had the machine for a couple of weeks now. I’ve given it a pretty good workout already and I’m still amazed at how great it is every time I use it!",
Felisha,5.0 out of 5 stars,Great replacement for mopping,the United States,28-Jun-20,iFLOOR,Verified Purchase,"I love this floor mop! I have 4 year old twins and two dogs so I’m constantly cleaning my floors.I have a Tineco Stick Vaccum (the A10 model) I’ve had it for almost 2 years. I use the A10 to vacuum dog hair then use the iFloor to mop my floors.It is much easier than mopping and takes half the time.My only issue is that the iFloor does not suck up dog hair very well. Whenever I first used it the suction had issues because dog hair was stuck in the vacuum. It was very easy to clean out and worked great after pulled out the dog hair, I just learned I have to vacuum before using the iFloor.The iFloor is a great replacement for mopping!Also, VacuumWars on YouTube did an excellent comparison video of the iFloor vs the Crosswave.If your in the fence- get it, just know it doesn’t suck up dog hair.Just to add- I have aussies who have long hair and shed like crazy so other dog hair may be different.",
nancy,5.0 out of 5 stars,Pleased mom!,the United States,11-Apr-21,iFLOOR,Verified Purchase,"I’m a mom to a 3 year old and 18 month old. Long story short, my 18 month old associates eating with play time throwing everything he does not eat on the floor just to watch my reaction. The kitchen gets messy with my kids running in and out of the house, sand from the playground, etc. this has been a game changer! I can instantly clean the house in half the time. Prior to getting this, I’d have to clean up any water or wet food (rice, cupcakes, spills), then sweep, use the dust pan and finally mop which I’d have to wait to mop because as a mom I don’t have too much time for all these steps before my kiddos are in need of my attention. So so so pleased with this!",
Britney T.,3.0 out of 5 stars,Just not quite good enough,the United States,28-Mar-21,iFLOOR,Verified Purchase,"I bought this for cleaning my hardwood floors. I spent months trying to decide if I should shell out the big bucks for the Bissell crosswave, and honestly? I wish I had. I think this machine could be great, however the brush barely touches the floor... and isn't that what it's supposed to do? I have dogs and my hair is very long, so I do use a hardwood vacuum first (I trust nothing to not get hair wrapped around it in this house) so I was looking for this vacuum to wash my floors. And it's fails. So if a brush comes out that is thickee and more durable, I will change my review, but for now, I cannot recommend.",
Amazon Customer,1.0 out of 5 stars,Never again,the United States,1-Apr-21,iFLOOR,Verified Purchase,I've had this vacuum a week.I was initially disappointed that it doesn't mop the whole time you vacuum but that was more my fault I'm sure it says it somewhere in the description. But then a couple times I noticed it stopped vacuuming. So I'd empty it & shut it off turn it back on & it seemed to work (mind you i empty it after every use & am only using it for a small kitchen/living room & bathroom) the part I really hate is that dirty & dirty water goes into the same container which is gross to clean.Then today went to vacuum & it doesn't pick anything up. It leaks also now I had to put a paper towel down where I keep it. The only thing I like about this vacuum is that it's quite. It looks cheaply made also. I honestly just wanna return it & get my money back. I was very disappointed in this & had high hopes.,One
yusake,2.0 out of 5 stars,Disappointed,the United States,7-May-21,iFLOOR,Verified Purchase,"I’ve had this since November of 2020 and at first I thought it was the best thing ever, it was easy to clean and would get my 1bed 1bath apt clean in under an hr. I swept before using the machine though due to the fact I have a dog and didn’t want to clog it or anything like that. This past month though, I’ve used to once and it completely died on me. I have charged it, deep cleaned it, and let it rest for a week and still have not been able to use it. I kept up with the cleaning and regular maintenance of the machine and it still died on me. I’m not sure if I got a lemon or if it simply doesn’t last. I’m just super disappointed because I also emailed the company about maybe getting a different battery but I never heard back. Overall if you do purchase it, definitely keep in mind it might burn out on you.",One
Bee,1.0 out of 5 stars,Rather spend more for a better brand.,the United States,8-Jan-20,iFLOOR,Verified Purchase,Super bummed. Got this as part of my Christmas present. We just moved into a house with all hard floors. Mostly laminate. With a toddler and one on the way I was really getting tired of sweeping and mopping what felt like every day.Took it out and assembled it (which was pretty simple). Read the directions and got it all charged up. Filled up the reservoir with water and the floor solution and got to work. It was much louder than the video makes it out to be. As I was pushing it I noticed it’s suction wasn’t great. It was missing small pieces on my laminate kitchen floor. It’s seemed to clean it pretty well. Moving to the dining room I started the same process and realized it just seems to be pushing things around. After the floors dried they were super streaky. Overall i wasn’t pleased. I tried cleaning the floors one more time before I returned it.,2
Donna Lee,5.0 out of 5 stars,Good value for the money and works well!,the United States,19-Aug-20,iFLOOR,Verified Purchase,"I have only used it once so far but I like it.  It did as it was supposed to do.  There is a bit to do afterwards with clean up of the machine but it is all necessary because it picked up so much!  I couldn’t believe how dirty the water was and how much dog hair it picked up.  I didn’t want to spend $300 on one and I’m happy I was able to buy one for a lower price that seems to work as well as the more expensive models.  So I’m a new user but so far, I’m happy.",One
T. L. Agner,5.0 out of 5 stars,OMG!  SO QUICK! SO EASY! SO EFFECTIVE!,the United States,30-Jun-21,iFLOOR,Verified Purchase,"I cleaned and vacuumed the main areas of my house in 40 minutes!  I cannot believe the amount of pet hair and bird seed this lightweight yet powerful little guy gathered up.  I emptied the DWT two times because I could not believe my eyes!  No more wondering if I am just sloshing dirty mop water all around my house.Usually vacuuming hurts my back, but nope...not this time!  Granted,  foe extra clean you will need to sweep edges of baseboards and wipe down but for a lovely, quick clean on a regular basis, this little machine will be a huge blessing!!",
CPayne,4.0 out of 5 stars,Great Purchase,the United States,28-May-20,iFLOOR,Verified Purchase,"I really like this device.  The only problem I have is that it does leak a little bit.  But not a big deal.  It cleans my floors and they are dry much faster than a mop.  This allows me to do sweep and mop once and not have to do both.  I couldn't be more happier.  It's very pricey which almost turned me off, but I'm glad I bought it.  Being able to wash everything is so much easier too.  I'm sure I'll have to replace the spin mop eventually but for now it gets rid of the dog and cat hair that plague my home and it's not such a chore to do daily.",One
Amanda,5.0 out of 5 stars,Very nice vacuum and mop,the United States,8-Oct-21,iFLOOR,Verified Purchase,The first one I actually had to return because it wouldn't stay charged. However when I got this second one and it worked very well it lasts long enough for me to do at least a thousand square feet if not more. Suction power is very good and it does not leave streak marks on the floor at all. I use it on rugs and on the hardwood floor. Everything works fine easy to clean easy to install. When I did have to return it it was easy they came and picked it up from my house and I exchanged it with the other one. Now I definitely cannot live without this mop.,
T84,4.0 out of 5 stars,Great cordless mop,the United States,1-Oct-19,iFLOOR,Verified Purchase,"I waited until I used this multiple times before leaving a review. I appreciate the dual tanks, no cross contamination of dirty water. Battery stays charged long enough to clean a very large area of my house -multiple rooms. LOVE that it is cordless. The self cleaning feature is great- but do not skip taking the machine apart and cleaning the removable pieces after each use- you do not want a stinky and dirty machine the next time you clean. This may seem tedious at 1st, but after a couple times this process is quick and easy. Rated a 4 star out of 5 because I may have enjoyed a slightly wider mop head and water tank. This product gets my floors clean and I am happy with this purchase.",One
Nicole Tribble,2.0 out of 5 stars,Not really pet friendly,the United States,8-Jan-21,iFLOOR,Verified Purchase,"We got this for my mom because her vacuum is too loud and big. My mom has a Bernese mountain dog, so a long hairs dog that sheds, and this has a hard time actually sucking up the hair without clogging. You would need to do a quick sweep before actually trying to vacuum because it has a hard time picking up even little bits of paper or feathers. It did an okay job at the actual washing the floor part.I HIGHLY recommend getting if you have no pets or pets with minimal shedding and using for light foot traffic areas.I do like the small size and the basic design, along with the quiet noise and self cleaning mode.",One
Weltonlj,5.0 out of 5 stars,Great product!,the United States,20-Apr-21,iFLOOR,Verified Purchase,This thing makes my job so much easier!!  I just bought a new home in which the previous owners left the place filthy.  After scrubbing everything by hand I was able to do all the final floor cleaning with this and it was wonderful!  I actually just bought a second one for the second floor of the house because I use it so much more than the battery can take.  I highly recommend it.  The picture is the difference in the floor- the darker flooring outside the room is almost a completely different color all because I cleaned the floor with the ifloor!,
Ahaupt,2.0 out of 5 stars,Not my favorite.,the United States,1-Apr-21,iFLOOR,Verified Purchase,"So I bought this after hearing great reviews about it and now that I have it, I'm not so sure I LOVE it like I was hoping. It says it's for pet hair, well why does the pet hair keep clogging it? This was while using it before the mopping part, just vacuuming. I had to stop literally every 2-3 minutes just to unclog the dog hair and it wasn't even that much hair. It's frustrating. I am very tempted to send it back for my money back as this is just too much of a hassle to deal with. It does mop okay, not amazingly but it does the job. Guess I should have stuck with the Bissell.",
Kayla Edwards,2.0 out of 5 stars,Not worth the money. Doesn’t work well.,the United States,30-Apr-21,iFLOOR,Verified Purchase,"After seeing videos all over TikTok about how “great” this vacuum/mop is, I really wanted to purchase this. After waiting a few months due to the price of this thing, I finally took the plunge and ordered one. And I definitely don’t understand what all the hype is about. If I could return this product, I would. With a price tag of $170 or more depending on which one you get, it’s NOT worth that much. It’s so cheaply made. The minute I pulled it out of the box I knew it Was going to be crap. I personally would not pay even $100 for this cheap piece of plastic, if I had to do it over again. The suction on the vacuum is OKAY at best. The mop part, is awful. It leaks and leaves drops of water and random puddles of water on the floor. When you use it as a mop and then switch to the vacuum it takes several times of going over the same area to get all of the resting water off of the floor. It is also a pain that you have to take so many sections apart, clean, and let air dry after you’re finished using it, especially since it only seems to work halfway decent for small areas like spills/messes. It’s definitely not made to clean your entire house, or even one full room. I have never Bought an expensive vacuum. I have always had a cheap vacuum from Walmart. So for me to spend this kind of money, on a product that I’d give maybe 2 stars for as a review, I am so disappointed. Save your money. Not worth it. I wish I could return it, and save my money, and eventually get the Bissell bc this vacuum is a piece of junk!",
Kevin,5.0 out of 5 stars,Would Purchase Again.,the United States,31-Aug-20,iFLOOR,Verified Purchase,I love this little guy!!  I use this almost daily. I have a small dog and this keeps up with his little messes very well. Noticed that it makes a mark on the baseboard so I added a few padded pcs to the sides and that was stopped. I don’t find the emptying of the water reservoir all that hard or annoying like other reviewers. Would purchase again.,3
Jenny L. Cash,5.0 out of 5 stars,Love this thing!,the United States,26-Jul-21,iFLOOR,Verified Purchase,"This thing is great! I have 3 heelers (Australian cattle dogs) the hair is everywhere! I hate sweeping because the hair just blows all over. This was the perfect solution! After about a month I have only had it get clogged twice and that was the first time I used it. It handles dog hair, dirt, and grass clippings like a pro. I also love the mopping function because your useing fresh water instead of sticking a mop in a bucket of dirty water. I wish I had gotten the upgraded version but to be honest I was very sceptical. Grat product!",
ljp,1.0 out of 5 stars,Terrible product,the United States,4-Sep-21,iFLOOR,Verified Purchase,I bought this product about 3 month ago.  It stop working about two weeks ago called and my husband talk to customer service with the problem involved with the machne.  A new battery was sent out that took about a week.  That did not solve the problem.  He talked to customer service again and some time next week they will send a box out to send the product back and and then another one will be sent out.  A refund can not be funded thru the Tineco be we bought it thru Amazon.  Good lesson.  Will not purchase any kind of machine thru Amazon again.,One
Colleen Woodworth,5.0 out of 5 stars,Awesome for Quick Pick Ups,the United States,1-Aug-21,iFLOOR,Verified Purchase,"Bought the Bissell Crosswave, which is great, but found myself rarely using it as it seems more suited to a ""formal cleaning"" due to the time involved.  Decided to order this and I am beyond excited and amazed.  I have 2 messy kids (age 8 and 2), who leave food everywhere after each meal, plus 3 hairy cats.  This is just what I needed for a quick clean.  I live that it's cordless and it actually picked up spots on my textured stone floor better than the crosswave, such as in crevasses.  Love, love, love this thing.  Not sure how long the battery lasts, as I only use this for quick clean ups, but now will be pulling out the crosswave even less!!",
Mod_Max,2.0 out of 5 stars,This thing is a toy.,the United States,4-Jun-20,iFLOOR,Verified Purchase,"Didn't clean worth a spit. The little rotating brush is a joke. Barely adequate as a vacuum, much less a mop. Not enough weight for it to stay flat to the floor, and it misses too many spots. Going back to my trusty microfiber push mop that has 2x the coverage and actually cleans my hardwood! The reviewers giving this silly thing 5 stars must be living in an Alternate Universe, where Unicorns and Fairies rain down candy kisses and make everything work like a dream. Me, I'm stuck in the real world...drat !!",2
Jessica,1.0 out of 5 stars,Don’t waste your money. It’s garbage.,the United States,1-Apr-21,iFLOOR,Verified Purchase,"This is probably one of the worst purchases I have ever made. I am throwing it out. I bought the product thinking I could vacuum and mop at the same time. It worked pretty well the first couple of times. Having to manually clean the vacuum each time was annoying, time consuming and defeated the purpose of trying to save time vacuuming and mopping. After a couple of uses it stopped working. The vacuum stopped sucking things up and the mop wouldn’t release any water. I tried everything to get it to work and it didn’t. I am throwing it out. Don’t waste your money.",
