Account_name,Score,Title,Location,Date,Product,Purchase_Status,Review_content,Like
Hannah Music,1.0 out of 5 stars,Broke on 4th use,the United States,15-Aug-21,CrossWave,,"I bought this and was excited because of all the good reviews. I’ve used it 4 times, and on the 4th use, realized there was basically no suction and had my husband check it. He said the brush was not spinning at all. There was nothing stuck inside stopping it from spinning at all, nothing caught on the brush. Seriously annoying. My husband asked how expensive it was to decide if he should just try to take it apart and look at it or if we should take it to get repaired. My guess is we will be buying a new vacuum.",
Ann R. Lighter,3.0 out of 5 stars,Disposal of the wet debris & dirty liquid in the pick up tank is a mess.,the United States,2-Dec-17,CrossWave,,"I have a mix of tile, hardwood and area rugs in my home, and was attracted by the idea of having to use only one appliance to both vacuum and wet mop my floors.  It does have a downside though, when it comes to emptying out the gunk in the pick-up tank !  It's a combination of too much liquid to put into the garbage, and too much debris (pet hair) to put down the sink.  I ended up reaching into the tank to pull out most of the icky debris first and then dump the rest of the liquid into the toilet and flush it away.  Then it had to be cleaned out, which was another task in itself.Next time, I tried doing all of the dry vacuuming with it first, emptied out the debris in the garbage, then went over everything again to wet-mop, and emptying the resulting dirty liquid in the toilet.  Still a lot of steps, with the clean up of the unit, rinsing out the filter, etc.  Even though I let it dry out, as directed, I wonder about the amount of bacteria that grows in the tank and interior of the unit, and gets spit back out in the next cleaning process.  At least with my old damp mop system, the pads would be thrown in the washing machine to clean.I should mention that I clean my floors every week.So, I'm not completely thrilled with the time factor of cleaning out the machine and the wet gunky debris to deal with, no matter how I use it.I did find that if I only use it on hard surfaces, it seems to work better, but still a lot of work in the cleaning of the machine each time.I'm not sure if, in the long run, this is a time saver or not.I'm keeping it, as I think it has some advantages if used on hard surface floors, but it is not as wonderful as I had hoped it would be.UPDATE:  I've used it for a couple months and I still think it is a real pain to clean after using.  Imagine everything you vacuum up, mixed with dirty water to make a black hairy sludge.... ACK.  Better have your plumber on speed dial.  Then, having to take it apart and clean the parts, dry everything out... My final opinion is that it is much  more trouble than it's worth. Going back to my vacuum and damp mop system that, in the long run, takes half the time.",
Antoinette C.,5.0 out of 5 stars,Buy this!!!!,the United States,9-Sep-17,CrossWave,,I ordered this vacuum a few weeks ago. I purchased it direct from Bissell because it came with 3 rollers for different floor surfaces and 3 containers of cleaner for $249. I have to say this has cut my cleaning time in half! I thought my floors were clean. I mop once a week and swiffer almost daily. We have 3 dogs and 2 cats so cleaning regularly is a must. The first time I used it I was disgusted! The water in the collection tank was almost black. I really thought my fkoors were clean when I mopped but I was so wrong.,6
Kac52b,4.0 out of 5 stars,Great for pet messes!,the United States,9-Apr-18,CrossWave,,"I was looking for something easier to use than a mop and bucket. This fits the bill. However, I feel like you have to go at a very deliberate, slower speed to feel like it’s getting things clean. I tried the hard surface setting on my kitchen linoleum and felt like it didn’t do anything at all. I turned it on the rug setting and it seems to do a better job. I was skeptical with as much pet hair as my house contains that this would clean well enough without my prerequisite sweep, but I was pleasantly surprised. It does a good job! We currently have an elderly dog, a puppy, and a toddler in the house... this thing gets a daily workout.The reason for only 4 stars is the machine cleaning required after every use. It’s kind of a pain to get done ‘mopping’, then have to take apart a machine and clean it too. Because I use the machine daily, I’ve cut back to cleaning off the bristle brush to weekly, but I clean the tanks and filter after each use.",One
Lauren Moody,3.0 out of 5 stars,But by no means does this solve all of your household problems or save your marriage like advertised. I have both tile and hardwood floors,the United States,19-Mar-18,CrossWave,,"I did not buy this product from Amazon; I purchased from a local retailer.  Sweep first, thank me later.  Especially if you have pets.  If not it gets clogged with pet hair very quickly.  This might be okay for touch-ups after you do a thorough sweep/scrub/mop, until you do your next thorough cleaning.  But by no means does this solve all of your household problems or save your marriage like advertised.  I have both tile and hardwood floors.  It works ok on the hardwood, and the flat surface of the tiles after a few swipes over them.  But not so much on grout or grooves between tiles, especially if they are relatively deep or uneven.  I had high hopes for this product, but they were dashed after the first use on the tile floor room where I keep my two bulldogs during the day when I'm at work.  That is what I bought it for, cleaning that tile room.  It looks like I'll just be using it on the hardwood floors until it shoots a crap after a month like everyone else said in the reviews I should've listened to.",One
Laura A. Drake,5.0 out of 5 stars,I'm in love,the United States,24-Dec-20,CrossWave,,"Okay, get ready, because I'm fixin' to sound like a commercial. Let me introduce you to my latest love - the Bissell Crossways. Seriously. If you have lots of tile or wood floors, you HAVE to go get one - NOW (yes, I know it's Xmas eve). It will change your life.I love my new floors, but you walk across them once, and they look trashed. Just yesterday I ran a vacuum over them, then used the soft mop and Bona. My back killed by the end.The Crossways arrived today, so I couldn't resist redoing the floors. OMG, look at the dirty water bin! And look at the end result!",
Amazon Customer,5.0 out of 5 stars,Powerful,the United States,5-Feb-21,CrossWave,,"Honestly I am happy. I had ordered the first one, it wasn’t working properly, I ignored it thinking it was doing that due to it being brand new. But as time passes by I noticed the suction wasn’t working whatsoever. Due to my work schedule I’m Barely home and I’m always working, so Sunday is my cleaning day. Well this past month I haven’t been using, so I’ve been using my other Bissell. Anyways, I went ahead and submitted a claim, in a week my replacement came in and let me tell you a HUGE difference, the suction is better, there is no left over water or even a mess behind. It dries the floor and doesn’t leave it soaked. Honestly I am happy with my product.",One
J. Amato,5.0 out of 5 stars,This is Legit!,the United States,28-Nov-16,CrossWave,,"Been using the Powerfresh steam mop for a while.  It works great until the pad gets dirty, then if you don't change the immediately you're wasting time.  I read some of the reviews and decided to give the Crosswave a try. We have 1000 square feet of Brazilin Redwood (dark) along with a dog, and two kids that are active in sports.. The floors take a beating.  I purchased the Crosswave at the department store that's name begins with a K and ends with an S.  I was able to use coupons and got it for $200.  If it didn't meet my needs I was planning on returning it.  After using it I am convinced that this thing is magic!  It really does a great job of vacuuming and mopping at the same time.  The bottle of solution contained in the box is small it barley was enough to complete the full 1000 square feet.  A few tips.Try to go with the grain of the wood.  This will help pull the water out of the grooves of the floor.  Don't use carpet mode on hardwood... it will make the wood floors too wet. Clean brush after each use with warm water.  Wring it out and let it and the filter dry before replacing.A few things I don't like... The cord is short... much shorter than the powerfresh... The solution is not easy to find.. None at Walmart.. or Khols... I did find it at Lowes and ordered it from Amazon.  The unit comes with the multi purpose cleaner.  I just received the hardwood solution.. I like the multi better. Works better on my wood floors. Be careful when you place the unit upright, if it's not completely locked upright it will crash to the ground.  It does not clean edges.. But.. I use the powerfresh for that.  It's a great 1-2 punch!  It's not perfect but it's excellent.  If you want perfection you need to get on your hands and knees and do it by hand.  I'll pass and use this great cleaner!",One
Kindle Customer,4.0 out of 5 stars,Love it but could be better,the United States,4-Sep-17,CrossWave,,"Bissell Crosswave ReviewOverall a great unitLet’s be honest I might be harder on this than I should be because of what I am use to.In GeneralPro1. Quick and easy to use2. Easy to clean3. Dries faster than others.Con1. Need to go over an area multiple times2. Does not dry as well as advertised3. Not as good on carpet as I am use to.Tile floorsTo start with let’s look at how I normally do tile floors.1. Let’s sweep up all the dirt, dust bunnies, paper etc.2. Using a house mop I lay down a heavy layer of water to soak and breakup the crud that has gotten stuck to the floors.3. Now I go over the floors with the same mop in an attempt to get up as much water as I can.4. Next, I use our Swiffer to pick up as much of the water as it will.5. Lastly and this is the hard part I try to keep everyone off the floor until they completely dry.Now comes the Crosswave. I don’t have to sweep. I might need to put down water where things have been spilled but I don’t have to pre-mop the floors. I just Use the Crosswave and go over each area a few times. It doesn’t get the floors totally dry but by the time I finish the first area is dry. Much faster and so much easier.As with anything like this it does not get the corners or along the baseboards but that is to be expected.For tile, I give it a five out of five.Carpet FloorsAgain, how did we do them in the past? We have a very expensive and high end commercial grade vacuum and shampooer.1. Sweep the carpet or pick up any large pieces of trash (My wife’s dog is a shredder if she gets hold of any paper or cardboard she will destroy it.)2. Vacuum the floor this takes several passes and many trips to empty the bagless collector bin.3. Set up the shampooer and go to town. Who needs the gym this thing gives me a workout like no other. Think an hour of cardio workouts with brief stops to dump the dirty water and get fresh water (the shampoo goes in another tank and last for several uses.)4. Now the carpets will be damp for hours but we can at least walk on them if needed.Using the Crosswave I still need to pick up the large stuff but I don’t need to deal with first vacuuming and then Shampooing. However, it doesn’t get as much dirt out as our other units. It also doesn’t leave the carpets as damp nor do I get the workout I was getting.Over all I’m going to give it a four out of five I love the easy of use but wish it got things a little cleaner. We will keep our old units for when we want to do a deep cleaning and use the Crosswave for normal use.",
Kim Abraham,4.0 out of 5 stars,Easy to use,the United States,10-Dec-19,CrossWave,,"I have had this product for two years. Today was the first time I took it out of the box. It was very easy to set up and use. I loved how simple it was and how it helps clean the floor like I was mopping. I would like to buy one for my mom and oldest daughter for their floors. I dislike emptying it but use my utility tub. Slowly pour out the dirty water and use paper towel to clean up the hairs and dirt pile or dump in trash. Can't believe how much dirt came up! I do recommend vacuum normally for very dirty floors first as needed. Otherwise using this item or similar would work great. Thank you Bissell! Cleaning up after our puppy and the dirty paw prints from rain and snow when they come in, has made it so much easier and just cleaning the floor makes my kitchen look so much cleaner.",
Dee,2.0 out of 5 stars,Worked well for a minute...,the United States,11-Jun-21,CrossWave,,"Worked well until it didn't work at all a little under a year after purchase.I purchased it for the convenience of quick cleaning vs a mop and bucket... And for that it was great. Another reviewer wrote of bad design where some part was susceptible to moisture and burnout which is what I gathered happened with mine. Now I'm back in the market and looks like this is still the only game in town.Essentially, I consider it a $270 gamble...Two stars because it works great, but no idea for how long... And less than a year is just not acceptable.",
Sarah,1.0 out of 5 stars,Waste of money and time,the United States,21-Jan-18,CrossWave,,"First off, I begged my husband for the cross wave for months and now that i have it, i have to pretend i love it.I have a chocolate lab that sheds a ton.  I vacuum regularly.  I clean my vacuums after every use.  I even swap out vacuum brushes on the bissell, depending if I’m doing a dry vac or a wet vac.I swap between the bissell cross wave and the Dyson cordless animal friendly vacuum.  I prefer the dyson any day!  This vacuum clogs easily and frequently!  I just vacuumed my area rug and had to turn the vacuum off 3 times to clear the clog in the line.  It appears to clog right before the dirt/hair would enter the dirt tank.  And when i do decide to use the water portion, it hardly sucks back up any water.I’ve attached the picture of what my rug looks like AFTER i vacuum!  Clumps of dog hair everywhere.So frustrated with this vacuum!I do not recommend unless you prefer to clears clogs and waste time.",One
RiaRain,5.0 out of 5 stars,Don't think...just BUY!,the United States,19-Oct-17,CrossWave,,"This thing is amazing!  I was a little nervous about buying it because my symphony (which I LOVED) stopped putting out steam after only 6 months.  I thought it did a good job at cleaning the floors but even though I would use it everyday, my kids would still have dirt on their feet.  It would boggle my mind.  I literally would steam mop every single day.  But I was forced to get something else when It died and due to back problems, an all-in-one is a must have for me.  I have a home daycare and mopping + sweeping everyday is just too much on my back.  THIS THING HERE is amazing!  I couldn't believe all the dirt that was in that cup....especially since I mop every single day.  So I decided to do a white cloth test (baby wipe) and I went over a few area and there was literally NO dirt on that baby wipe!  Some people were complaining about the clean up afterwards but its really not that big of a deal...pull the cup out, flush the dirt and then rinse the cup and filter and put the cup back.  You can self-clean the brush in 15 seconds too and that beats washing  and keeping up with all those stupid pads all the time!  I am going to register my product right away this time because if I have any issues, I will be contacting bissell.  They truly have amazing products.  I can't wait till the morning when everyone leaves out so I can clean my entrance way mat.  Bottom line- Cleans amazingly, strong suction (picked up dog food and cereal too), not obnoxiously loud, easy to clean, lightweight, swivel was a plus.",
Jennifer L. Rau,5.0 out of 5 stars,Awesome all-in-one machine...,the United States,7-Dec-16,CrossWave,,"I thought my house was clean before this machine.  Boy, was I wrong.  I've been eyeing this machine for a while.  My entire downstairs is hardwood and tile, so getting all of that clean uses about three different setups - vacuum everything, Bona mop and solution for hardwoods, and bleach solution for the tile floors with a string mop.  In multi-surface mode, this device went seamlessly from my tile to my hardwood floors without missing a beat.  I did all of my tile and a large majority of my hardwood floors on one tank.  The dirty water was BLACK - I am thoroughly grossed out.  I have been cleaning with solutions and white vinegar for years thinking it was the greatest thing ever - apparently not.  I will be using this machine primarily for the hard floor feature, but am anxious to try it out on some high traffic areas of my carpeting upstairs.As for hardwoods - make sure you pass over the area without using solution to pick up any stray areas where water may have collected.  Natural hardwood has a lot of indentations and imperfections, so that will make sure that as much moisture is removed from your hardwood.  I could immediately feel the difference on my floors when I walked over them.  I was a bit apprehensive about spending this amount of money, but so far, I am impressed and my house is much cleaner.  I have young kids and dogs, so keeping the floors clean is hard work, but this will definitely help me keep a clean house.I've seen some reviewers that were not happy with the clean-up afterwards, and that is understandable.  I found it to be pretty quick and easy.  Pull the dirty water tank and dump the water down the toilet, empty hard particles in trash and rinse out.  Pull the filter and rinse both the lid and filter - leave out to dry.  Pull brush roll and rinse - set in drying rack - that's it.  Pretty much just remove all the parts that hold water, rinse and let air dry.  I plan to use this machine for my deep cleaning weeks, not for touch ups here and there, so waiting for it to dry isn't much of a big deal for me.I think it's a great tool for someone like me who doesn't have a lot of extra time between my job and taking care of the kids and needs to get the floors cleaned quickly.EDIT:  I used it on a high traffic carpet area upstairs - OMG!!  Apparently, I need a new vacuum too.  There was literal sludge in the dirty water tank for all the additional dirt this machine picked up.  I only used it on a couple of really difficult spots and once dry it had removed the entire stain with ease.  The stain was set in too.  Carpet was damp, but not soaked, and was completely dry within a half hour or so.  I also cleaned my bathrooms and kitchen again and the water was not even close to being as dirty as it was on the first wash - thank goodness.  My hardwoods look amazing and my socks are no longer dirty on the bottom.  This machine is LIFE!!  I really hope it continues on this trajectory, because I love this machine.  I really wish I could get it all the way to the base boards, but I just go around with a wet cloth and some of the cleanser and wipe up about an inch from the wall. It is expensive, but if I never have to buy another microfiber mop again - it will pay for itself in a year or two.  It's well worth the money to me.",2
anna lavender,4.0 out of 5 stars,"Good if you have a lot of non carpeted area, but huge pain when it comes to cleaning it.",the United States,16-Feb-21,CrossWave,,"We recently bought our home, which is like 90% tile, everywhere except the bedrooms. So I thought this would be perfect, and it would be, minus a few things. The biggest issue to me is when it comes to cleaning it. It’s an annoyance to me. Not convenient at all.It also sometimes leaves dirty streaks on the floor as well, and doesn’t get corners, or close to the edges well. If just using the vacuum, it works great! The suction is AWESOME, and works wonders for a house with three long haired girls. It won’t pick up certain things though, so I have to use an actual broom before hand. I wanted to love it, and I do for the most part, but sometimes it seems like more work than it’s worth.",
Amazon Customer,5.0 out of 5 stars,amazing!,the United States,1-Oct-17,CrossWave,,"I absolutely love this machine! I spent an ungodly amount of time on my hands and knees scrubbing floors on my first floor on Friday. On saturday, I found this on a decent sale, so decided to splurge on one. I got home that night and used it on the same area I had cleaned *thoroughly* the day before, and the water still came up looking almost black! I am most definitely impressed by the deep clean this machine provides, and highly recommend it! It is also very easy to use and the floor dried fairly quickly. I am also pleased that the included formula is labeled pet and family safe, as I have a puppy who likes to help me clean the floor. If you're on the fence about the crosswave like I was, it is definitely worth the money.",4
Josh Nelson,5.0 out of 5 stars,Astonished,the United States,19-Dec-19,CrossWave,,"With about 5 months of continuous use, I can say that I can submit an honest review on this product. I caught this on a great sale and decided to bite the bullet and purchase this. This thing has taken all of the abuse I could possibly throw at it. There were some lessons to learn along the way, but once you know it's limits, it is a life saver in the household.ATTENTION ALL PET OWNERS:This is the product for you. Don't waste the extra money on the pet pro model. This one performs just as well. I have 3 animals, one being a poodle pup who frequently has diarrhea. Though some may not recommend using this product for that type of cleaning, i have had no issues. I would highly recommend deep cleaning everything afterward due to a terrible smell while running the machine if you don't. The only issue i had regarding pets is when wet vaccuming, i have to make a few extra passes to pick up the hair from my short hair pet.CLEANING:As mentioned above, any gross or nasty clean up, I would recommend cleaning immediately after use. You could get away with not cleaning it if it is something simple. Based on how much I use it, I typically soak everything in bleach, and rotate out the brushes.CLEANING SOLUTION:I have heard of others making their own cleaning solutions to cut costs down, or be more effective. I went a different route and tried all the commercial products, and the best one ive found that works is the bissel brand with the febreeze. It always leaves the best smell behind, and brings freshness back into the room.Overall this product has been worth every penny and when it finally dies, I will definitely be in the market for another one!",One
Melissa Newburn,4.0 out of 5 stars,Great day to day- not for deep cleaning,the United States,3-Oct-21,CrossWave + Formula + Brush Roll,,"Super strong vacuum - cut cleaning in half and great day to day with new messes. Super strong it sucked up a pencil, crayon, wet paper.Negatives all have to do with the mopping function- left tire streaks, does not get stuck on messes at all even after doing 10 Passovers, it should not advertise as a carpet cleaner it did absolutely nothing to clean those, left puddles but think that is user error.",
Sideshow,3.0 out of 5 stars,I expected more,the United States,19-Nov-18,CrossWave,,"I have chronic pain so i was thrilled when I received this as a gift at Christmas 2017. I loved it at first because the thought of the extra help of cleaning up after a family of five was fabulous... but then I quickly noticed that I am having to do just as much work when cleaning my floors as I did before I got this.  I have to pre treat the floors and then go over the floor the first time with the crosswave. THEN I have to go back to ALL the spots that it didnt clean.  It doesnt scrub whatsoever. I do have two puppies so this is perfect for those little piddles they make and cleaning up the hair without having to vaccum first. However that is about it. I also noticed that after owning this for about a year these problems have surfaced. Only half of my roller cleans the floor. I was able to put it in the flat container and clean the brush but now it seems that it barely touches the floor so I am assuming I have to replace the brush. ALSO, After it has been sitting for more then a couple hours it not only LEAKS but it also spits when it is first turned on. I mean no big deal because I am going to clean the floor either way but i feel like theres some major maintenance issues that arise after having this for a year. Its great at the beginning but once it gets broken in, you will absolutely tell the difference.",
Amazon Customer,3.0 out of 5 stars,"Great for everyday and dog fur, but that’s pretty much it.",the United States,13-Mar-18,CrossWave,,"This is a decently priced vacuum that I’ve had for about a year now. The biggest issues (at least for mine) are 1. I have to take the fluid out every night or I wake up with a puddle of cleaner on my wood floors, and 2. If you don’t clean it often and well then the small hole it pulls everything up with will become clogged and rather smelly. The suction is okay. If you’re looking for something that will pick up everything on the floor, you are severely mistaken. The roller was hard to clean so I only use it as a vacuum now, and the extent of what it picks up is as follows: dog fur, bird seed, small pieces of dirt and dust. I own a Siberian husky and I have to vacuum twice a day every day, but dang this vacuum eats it up! It makes it super easy to vacuum the clumps of fur laying all over the house, along with all the single pieces laying around, without blowing much of it into the air. Another big thing I like about it, is that it’s super great at collecting the dog fur without clogging up and none of it gets past the filters! I’ve already broken a small shop vacuum and 2 handhelds that couldn’t deal with all the fur, but this works great for it!Overall, not the best suction and can only pick up small items, but it’s great for dog fur and everyday use; just don’t expect it to pick up anything bigger than seeds.(If you notice you’re losing suction, check in this hole pictures . It’s pretty small so it can get backed up if you don’t regularly clean the vacuum.)",3
MikeTee,5.0 out of 5 stars,Great product!,the United States,27-Mar-17,CrossWave,,"I got this during the Black Friday sales of last year.  I was previously using a steam mop, but I didn't like how I would just push wads of hair and dust bunnies around.  I got this, hoping that I would have to do less spot-cleaning by hand.  My house is about 1500 square feet with zero carpet (just wood floors and tile floors).  When I bust out the CrossWave, my cats have a heart attack and flee from it.  I don't even bother doing a pre-cleaning with a Swiffer or anything anymore, I just load it up with hot water and the Bissell solution (I'm probably going to start experimenting with using other solutions like Vinegar just because of the price tag of the solution).  This thing does it all.  It leaves the wood and tile floors noticeably cleaner, and feeling great on the bare feet!  So far, I've tested it on: spilled flour on the kitchen floor, dried cat puke (they love to puke under our bed), and dusty dusty-bunny and cat-hair-laden floors.  I do no prep and it picks up all of the messes.  I love that I get to see the dirty nasty water when I pour it out.  I like knowing that I'm not walking on that anymore.I wish the storage of the product was a little better post-use.  For instance, the give you a tray to put it on that lets the rollers sit in to dry, but there's no place to put the filter while it is drying.",One
Kathie W. W.,5.0 out of 5 stars,"Easy instructions, easy to use, easy to clean, does an outstanding job of getting floors clean!",the United States,7-Jun-18,CrossWave,,"I just wanted to give a shout out to Bissell for creating the Crosswave floor cleaner! My sister, Becky, and hairdresser, Joan, told me about this wonderful machine and finally I bought one with the idea that if it didn't work out I would return it! It is the new LOVE OF MY LIFE!!!!! I have never had so much fun cleaning my floors! This works incredibly! You don't even need to sweep or vacuum your floors before washing them (even though I DID vacuum them first!). I cleaned my bathroom floor, the entryway floor, the kitchen floor and the dining room floor yesterday and thoroughly loved it! It was so easy and the result was nice, clean floors! The instructions said that I can also use it on area rugs but I didn't try that one! I used it on hardwood, vinyl, tile, and slate flooring and it worked beautifully! I am so glad I bought this product--thanks to Becky and Joan! :) And if ever you need a spokesperson, I am your gal--I will tell everyone I know to buy this great product! It has made my life so much easier! I also truly appreciated the simple instructions! Thank you Bissell!",
DL,5.0 out of 5 stars,I loved the cleaner though but once I read that the ...,the United States,15-Apr-17,CrossWave,,"I have a Hoover Floormate, (the older version that still had the vacuum feature) and one side had stopped dispensing water. I loved the cleaner though but once I read that the Crosswave also did area rugs I decided I would give it a try. There is a huge difference! I never thought the Floormate was hard to push but after using the Crosswave it's like night and day! The Crosswave just glided across the floor. I had to keep reminding myself to go slower, I wanted to give the spinner some time to work. It pushes easier than my vacuum! I love that the handle swivels. It's great for going quickly around the table legs. Our whole house is linoleum and we have an area rug plus a runner in front of our main entrance. It got the little stains out of the runner. It didn't leave it too wet either. Same with the area rug. It worked great on the rest of the floor. I can't really tell if it did an actual better job them the Floormate or not because I think it also did a great job. The noise when turned on though...the Crosswave is SO much quieter then the Floormate. The Floormate is about as loud as a full carpet cleaner and the Crosswave is more at the level of a vacuum. It's a big difference. We currently live in a duplex so we have a shared wall with the neighbors and have a very good sound barrier but I was always worried about the Floormate being too loud, especially when the husband worked nights. I would try to limit the floor cleaning to the weekends. I won't be having that problem with the Crosswave. I also like that the Crosswave is much easier to clean using the storage tray. The storage tray also has a holder to set the roller in to dry. It also didn't leave that little puddle of dirty water on the floor after it is turned off like the Floormate. On the Floormate there is a dial you had to turn from clean to dry to suck up more water off the floor. Don't have to do that on the Crosswave, just pull or release the water trigger. Overall while I was happy with my Floormate, having now used the Crosswave I would recommend the Crosswave first.",
Bill M.,4.0 out of 5 stars,Smell fixed!,the United States,4-Oct-17,CrossWave,,"I used the machine the first time but didn't realize I had to empty all the tanks after every use. A few days later I started smelling a horrible mildew smell in the room I store it in and traced it back to the crosswave. I washed all the parts in the dishwasher, but after using it again the mildew smell was still present and now permeates the whole house.Bissell support is worse than useless. They don't care at all and have no useful advice as to how to keep the machine from stinking. The only thing they told me was ""make sure no water goes above the full line on the dirty water tank"". I didn't get it that full and it still stank.If you have to completely take it apart and wash it after every use, the ""mop n go"" aspect of the machine is moot. I really wanted to like this machine but it is an expensive lemon.Update: OK so I somehow lost the cleaning tray seems to be the problem. After every use you fill the cleaning tray with clean water and run the machine for a few seconds. This sucks the cleaning water up into the dirty water tank and cleans the machine. Somehow I lost this tray on unboxing the unit.My second contact with Bissell support (here) was much more fruitful than my first contact via chat. I then called and they sent out the cleaning tray at no charge. It's all working good at this point.",
JT,4.0 out of 5 stars,Great cleaning machine!,the United States,18-Feb-17,CrossWave,,We bought this mostly to help clean our wood floor which throughout our kitchen. We have young children that always get food on the floor and the standard vacuum just will not pick everything up. The crosswave does a good job at cleaning up after them. Almost everything comes up with the recommend forward and backward pass with solution on and a follow up dry (vacuum) only pass. There are however a few occasional spots that will not come up where there is some dried up sticky food residue. I will usually just scrub these quickly with a napkin to loosen them up. This probably would not be an issue if we used the Crosswave more often; we use it about once a month.Overall I am pleased with its cleaning ability. The water that is sucked up looks disgusting. Also when we use the Bissell branded wood floor cleaning solution and there are no spots or streaking. (I have tried using Bona solution which we had left over. It does not work quite as well and leaves steaks and shows footprints).The main negative of the machine is that it takes a while to use. The old bona spray and mop we used before was quicker but did not provide near the level of clean that the crosswave does. The other negative is the power chord is not very long. I have to unplug and replug the machine in multiple times.Cleanup after use is pretty easy. Put some clean water into the provided basin/holder and suck it up with the roller on to clean the brush and rinse out the collection basin and filter.Overall we are pleased with this machine as it provides a thorough clean that we just were not able to do before.,One
Amazon Customer,1.0 out of 5 stars,On my 2nd Pet Pro - a waste of $,the United States,15-Nov-20,CrossWave,,"long story short...have 3 small dogs, house is completely tiled...needed something to wash floors instead of mopping and sloshing dirty water around.  So came across Hoover Floormate models which w/alot of hard use lasted a couple of years each, then motors would burn out.  Saw the Bissell Crosswave Pet Pro and decided to give this a try, cost vs Hoover Floormates was considerably more but went for it.  1st Pet Pro started out fine, but in about 6 months was not sucking up water, left filthy streaks and was actually doing the reverse, putting out dirty water.  Bissell customer service couldn't help, told me to take it to an authorized repair place which I did.  Machine was totally replaced.  Now approx 6 months later with 2nd machine, same issues starting.  I will ask for a replacement again, & when I do buy another, I will go back to Hoover Floormates.  Very disappointed with this Bissell product - definitely not worth the almost $300 price tag!",One
Shelby,5.0 out of 5 stars,Floors haven't been this clean since we moved in!,the United States,2-Jul-17,CrossWave,,"As a work at home mom to a 2 year old boy and 2 dogs, the roughly 1200 sq ft of hardwood floor on the first level of our home has pretty much looked sad and dingy for at least the last year and a half. I sweep throughout the day and try to use the Swiffer every night, but the Swiffer always made my floor look foggy and found surprise dog hairs and mushed them up into wet balls and deposited them randomly around my floor. Basically, no matter how much I tried, it always looked bad. It was a huge source of shame for me, I'd take a cute picture of my son and our dogs and see how disgusting the floor looked in the lighting, I'd rearrange furniture when people were coming over the hide spots that weren't cleaned well with the stupid Swiffer...it was just really bad. I saw a friend post about her CrossWave so I finally bought it for myself as a birthday gift.The floor had caked on milk droplets, yogurt spills, smushed watermelon/blueberries/strawberries, cake crumbs, dog hair galore, mud, dust, you name it... it was probably at the peak of it's nastiness today when I brought this baby home. Because my floor was so disgusting, I had to go over the more disgusting spots several times and found it worked best to come at it at different angles too. Was this super fast? No. Did it clean every single spot? I'd say 98%, there were very few random spots that required a little hand scrubbing but that was super easy after going over it with the CrossWave. I believe that if I used this daily or at least every other day, it will take care of everything. For being used on floors that have been disgustingly treated over the last 2 weeks with my son's birthday and mine all together which led to extra traffic/more stuff thrown around/less motivation to clean up immediately, I'd say it was amazing. My floors probably haven't been this clean since we moved in. I no longer will feel embarrassed by my floors and won't cringe when I see my kid drop a piece of food on the floor and immediately pop it back in his mouth, since that's just inevitable. I'd 100% recommend this to parents, pet owners, and just about anyone with lots of hard surface flooring in their homes.",
